Annotation
"('EEG AF3 - Peak Detected', np.float64(58.144410443388246), np.float64(58.144410443388246))"
"('EEG AF3 - Dip Detected', np.float64(58.79679666644965), np.float64(58.79679666644965))"
"('EEG AF3 - Peak Detected', np.float64(59.05071944788072), np.float64(59.05071944788072))"
"('EEG AF4 - Dip Detected', np.float64(0.1367276515398138), np.float64(0.1367276515398138))"
"('EEG AF4 - Peak Detected', np.float64(0.2304837554528289), np.float64(0.2304837554528289))"
"('EEG AF4 - Dip Detected', np.float64(2.496256266684029), np.float64(2.496256266684029))"
"('EEG AF4 - Dip Detected', np.float64(3.070512403151247), np.float64(3.070512403151247))"
"('EEG AF4 - Peak Detected', np.float64(5.992577641773553), np.float64(5.992577641773553))"
"('EEG AF4 - Dip Detected', np.float64(6.406667100722704), np.float64(6.406667100722704))"
"('EEG AF4 - Dip Detected', np.float64(11.02806172276841), np.float64(11.02806172276841))"
"('EEG AF4 - Peak Detected', np.float64(12.54378540269549), np.float64(12.54378540269549))"
"('EEG AF4 - Peak Detected', np.float64(12.969594374633768), np.float64(12.969594374633768))"
"('EEG AF4 - Dip Detected', np.float64(13.118041539162707), np.float64(13.118041539162707))"
"('EEG AF4 - Dip Detected', np.float64(14.559541636825315), np.float64(14.559541636825315))"
"('EEG AF4 - Peak Detected', np.float64(15.235366885864966), np.float64(15.235366885864966))"
"('EEG AF4 - Peak Detected', np.float64(17.356598736896935), np.float64(17.356598736896935))"
"('EEG AF4 - Dip Detected', np.float64(17.735529656878704), np.float64(17.735529656878704))"
"('EEG AF4 - Dip Detected', np.float64(18.790285825900124), np.float64(18.790285825900124))"
"('EEG AF4 - Peak Detected', np.float64(20.083338759033797), np.float64(20.083338759033797))"
"('EEG AF4 - Peak Detected', np.float64(22.646005599322876), np.float64(22.646005599322876))"
"('EEG AF4 - Dip Detected', np.float64(22.802265772511237), np.float64(22.802265772511237))"
"('EEG AF4 - Dip Detected', np.float64(22.985871476007556), np.float64(22.985871476007556))"
"('EEG AF4 - Dip Detected', np.float64(23.19682270981184), np.float64(23.19682270981184))"
"('EEG AF4 - Peak Detected', np.float64(23.282765805065434), np.float64(23.282765805065434))"
"('EEG AF4 - Dip Detected', np.float64(23.728107298652255), np.float64(23.728107298652255))"
"('EEG AF4 - Dip Detected', np.float64(24.32580246109773), np.float64(24.32580246109773))"
"('EEG AF4 - Dip Detected', np.float64(25.35321309981119), np.float64(25.35321309981119))"
"('EEG AF4 - Peak Detected', np.float64(26.216550556676868), np.float64(26.216550556676868))"
"('EEG AF4 - Peak Detected', np.float64(26.493912364086206), np.float64(26.493912364086206))"
"('EEG AF4 - Dip Detected', np.float64(29.73631095774465), np.float64(29.73631095774465))"
"('EEG AF4 - Peak Detected', np.float64(30.380884172146622), np.float64(30.380884172146622))"
"('EEG AF4 - Peak Detected', np.float64(31.732534670225927), np.float64(31.732534670225927))"
"('EEG AF4 - Dip Detected', np.float64(32.18959567680188), np.float64(32.18959567680188))"
"('EEG AF4 - Peak Detected', np.float64(33.377172993033405), np.float64(33.377172993033405))"
"('EEG AF4 - Dip Detected', np.float64(34.06862425939189), np.float64(34.06862425939189))"
"('EEG AF4 - Peak Detected', np.float64(34.9866527768735), np.float64(34.9866527768735))"
"('EEG AF4 - Peak Detected', np.float64(36.15860407578619), np.float64(36.15860407578619))"
"('EEG AF4 - Dip Detected', np.float64(36.62347809102155), np.float64(36.62347809102155))"
"('EEG AF4 - Peak Detected', np.float64(37.09616511491634), np.float64(37.09616511491634))"
"('EEG AF4 - Peak Detected', np.float64(37.33836838335829), np.float64(37.33836838335829))"
"('EEG AF4 - Peak Detected', np.float64(37.674327755713264), np.float64(37.674327755713264))"
"('EEG AF4 - Dip Detected', np.float64(39.72524252881048), np.float64(39.72524252881048))"
"('EEG AF4 - Peak Detected', np.float64(42.5262061332118), np.float64(42.5262061332118))"
"('EEG AF4 - Peak Detected', np.float64(44.260694055602585), np.float64(44.260694055602585))"
"('EEG AF4 - Dip Detected', np.float64(45.49124291946091), np.float64(45.49124291946091))"
"('EEG AF4 - Dip Detected', np.float64(46.49521453219611), np.float64(46.49521453219611))"
"('EEG AF4 - Dip Detected', np.float64(49.13601145907937), np.float64(49.13601145907937))"
"('EEG AF4 - Dip Detected', np.float64(53.14017839703106), np.float64(53.14017839703106))"
"('EEG AF4 - Peak Detected', np.float64(56.65993879809884), np.float64(56.65993879809884))"
"('EEG AF4 - Dip Detected', np.float64(59.66404062764504), np.float64(59.66404062764504))"
"('EEG C3 - Peak Detected', np.float64(1.9024676085682664), np.float64(1.9024676085682664))"
"('EEG C3 - Peak Detected', np.float64(4.136988085161795), np.float64(4.136988085161795))"
"('EEG C3 - Dip Detected', np.float64(4.387004362263169), np.float64(4.387004362263169))"
"('EEG C3 - Dip Detected', np.float64(9.85611042385572), np.float64(9.85611042385572))"
"('EEG C3 - Dip Detected', np.float64(12.69223256722443), np.float64(12.69223256722443))"
"('EEG C3 - Dip Detected', np.float64(12.891464288039588), np.float64(12.891464288039588))"
"('EEG C3 - Peak Detected', np.float64(13.981378996028388), np.float64(13.981378996028388))"
"('EEG C3 - Dip Detected', np.float64(15.14161078195195), np.float64(15.14161078195195))"
"('EEG C3 - Peak Detected', np.float64(16.8175011393971), np.float64(16.8175011393971))"
"('EEG C3 - Dip Detected', np.float64(17.512858910085292), np.float64(17.512858910085292))"
"('EEG C3 - Peak Detected', np.float64(17.56754997070122), np.float64(17.56754997070122))"
"('EEG C3 - Dip Detected', np.float64(20.89589165961326), np.float64(20.89589165961326))"
"('EEG C3 - Dip Detected', np.float64(22.16941207109838), np.float64(22.16941207109838))"
"('EEG C3 - Dip Detected', np.float64(22.501464939123643), np.float64(22.501464939123643))"
"('EEG C3 - Dip Detected', np.float64(23.935152028126836), np.float64(23.935152028126836))"
"('EEG C3 - Dip Detected', np.float64(25.255550491568464), np.float64(25.255550491568464))"
"('EEG C3 - Dip Detected', np.float64(29.552705254248327), np.float64(29.552705254248327))"
"('EEG C3 - Peak Detected', np.float64(33.09981118562407), np.float64(33.09981118562407))"
"('EEG C3 - Peak Detected', np.float64(33.560778696529724), np.float64(33.560778696529724))"
"('EEG C3 - Dip Detected', np.float64(34.18581938928316), np.float64(34.18581938928316))"
"('EEG C3 - Dip Detected', np.float64(39.58851487727066), np.float64(39.58851487727066))"
"('EEG C3 - Peak Detected', np.float64(42.662933784751615), np.float64(42.662933784751615))"
"('EEG C3 - Peak Detected', np.float64(44.60055993228726), np.float64(44.60055993228726))"
"('EEG C3 - Dip Detected', np.float64(45.38576730255876), np.float64(45.38576730255876))"
"('EEG C3 - Dip Detected', np.float64(47.02259261670682), np.float64(47.02259261670682))"
"('EEG C3 - Peak Detected', np.float64(47.93280812552901), np.float64(47.93280812552901))"
"('EEG C3 - Peak Detected', np.float64(51.13223517156065), np.float64(51.13223517156065))"
"('EEG C3 - Dip Detected', np.float64(53.09720684940426), np.float64(53.09720684940426))"
"('EEG C3 - Peak Detected', np.float64(54.08164594049092), np.float64(54.08164594049092))"
"('EEG C3 - Peak Detected', np.float64(54.3785402695488), np.float64(54.3785402695488))"
"('EEG C3 - Peak Detected', np.float64(54.65199557262843), np.float64(54.65199557262843))"
"('EEG C3 - Dip Detected', np.float64(55.09733706621525), np.float64(55.09733706621525))"
"('EEG C3 - Peak Detected', np.float64(58.269418581938936), np.float64(58.269418581938936))"
"('EEG C3 - Dip Detected', np.float64(59.59372354971027), np.float64(59.59372354971027))"
"('EEG C4 - Dip Detected', np.float64(3.3986587668468), np.float64(3.3986587668468))"
"('EEG C4 - Dip Detected', np.float64(4.414349892571131), np.float64(4.414349892571131))"
"('EEG C4 - Peak Detected', np.float64(4.441695422879094), np.float64(4.441695422879094))"
"('EEG C4 - Peak Detected', np.float64(8.281789178983008), np.float64(8.281789178983008))"
"('EEG C4 - Peak Detected', np.float64(8.527898951754672), np.float64(8.527898951754672))"
"('EEG C4 - Peak Detected', np.float64(8.691972133602448), np.float64(8.691972133602448))"
"('EEG C4 - Peak Detected', np.float64(9.203724200794325), np.float64(9.203724200794325))"
"('EEG C4 - Peak Detected', np.float64(11.551533302949412), np.float64(11.551533302949412))"
"('EEG C4 - Dip Detected', np.float64(12.305488638583242), np.float64(12.305488638583242))"
"('EEG C4 - Dip Detected', np.float64(12.625821993619375), np.float64(12.625821993619375))"
"('EEG C4 - Dip Detected', np.float64(12.739110619180938), np.float64(12.739110619180938))"
"('EEG C4 - Peak Detected', np.float64(13.289927729669902), np.float64(13.289927729669902))"
"('EEG C4 - Peak Detected', np.float64(15.204114851227295), np.float64(15.204114851227295))"
"('EEG C4 - Peak Detected', np.float64(16.419037697766782), np.float64(16.419037697766782))"
"('EEG C4 - Peak Detected', np.float64(16.641708444560194), np.float64(16.641708444560194))"
"('EEG C4 - Peak Detected', np.float64(17.48160687544762), np.float64(17.48160687544762))"
"('EEG C4 - Dip Detected', np.float64(19.927078585845432), np.float64(19.927078585845432))"
"('EEG C4 - Peak Detected', np.float64(20.493521713653237), np.float64(20.493521713653237))"
"('EEG C4 - Peak Detected', np.float64(20.938863207240058), np.float64(20.938863207240058))"
"('EEG C4 - Dip Detected', np.float64(22.989777980337266), np.float64(22.989777980337266))"
"('EEG C4 - Peak Detected', np.float64(24.192981313887625), np.float64(24.192981313887625))"
"('EEG C4 - Peak Detected', np.float64(32.36929487596849), np.float64(32.36929487596849))"
"('EEG C4 - Dip Detected', np.float64(32.79901035223648), np.float64(32.79901035223648))"
"('EEG C4 - Dip Detected', np.float64(33.631095774464484), np.float64(33.631095774464484))"
"('EEG C4 - Peak Detected', np.float64(34.27176248453676), np.float64(34.27176248453676))"
"('EEG C4 - Dip Detected', np.float64(36.41252685721727), np.float64(36.41252685721727))"
"('EEG C4 - Peak Detected', np.float64(36.97896998502507), np.float64(36.97896998502507))"
"('EEG C4 - Peak Detected', np.float64(38.64314082948109), np.float64(38.64314082948109))"
"('EEG C4 - Dip Detected', np.float64(39.475226251709095), np.float64(39.475226251709095))"
"('EEG C4 - Dip Detected', np.float64(41.58083208542223), np.float64(41.58083208542223))"
"('EEG C4 - Peak Detected', np.float64(41.70584022397292), np.float64(41.70584022397292))"
"('EEG C4 - Peak Detected', np.float64(43.19031186926232), np.float64(43.19031186926232))"
"('EEG C4 - Peak Detected', np.float64(43.25672244286738), np.float64(43.25672244286738))"
"('EEG C4 - Dip Detected', np.float64(46.77648284393516), np.float64(46.77648284393516))"
"('EEG C4 - Dip Detected', np.float64(50.76502376456801), np.float64(50.76502376456801))"
"('EEG C4 - Peak Detected', np.float64(55.13640210951234), np.float64(55.13640210951234))"
"('EEG C4 - Dip Detected', np.float64(55.425483429910805), np.float64(55.425483429910805))"
"('EEG C4 - Dip Detected', np.float64(56.230223321830856), np.float64(56.230223321830856))"
"('EEG C4 - Dip Detected', np.float64(57.6873494368123), np.float64(57.6873494368123))"
"('EEG F3 - Peak Detected', np.float64(1.7501139397096166), np.float64(1.7501139397096166))"
"('EEG F3 - Peak Detected', np.float64(1.816524513314669), np.float64(1.816524513314669))"
"('EEG F3 - Dip Detected', np.float64(5.863662998893157), np.float64(5.863662998893157))"
"('EEG F3 - Peak Detected', np.float64(7.879419233022983), np.float64(7.879419233022983))"
"('EEG F3 - Dip Detected', np.float64(8.039585910541051), np.float64(8.039585910541051))"
"('EEG F3 - Dip Detected', np.float64(9.055277036265382), np.float64(9.055277036265382))"
"('EEG F3 - Peak Detected', np.float64(11.44215118171756), np.float64(11.44215118171756))"
"('EEG F3 - Peak Detected', np.float64(12.715671593202684), np.float64(12.715671593202684))"
"('EEG F3 - Peak Detected', np.float64(13.71183019727847), np.float64(13.71183019727847))"
"('EEG F3 - Dip Detected', np.float64(14.020444039325476), np.float64(14.020444039325476))"
"('EEG F3 - Peak Detected', np.float64(14.797838400937565), np.float64(14.797838400937565))"
"('EEG F3 - Dip Detected', np.float64(14.801744905267272), np.float64(14.801744905267272))"
"('EEG F3 - Peak Detected', np.float64(17.680838596262777), np.float64(17.680838596262777))"
"('EEG F3 - Peak Detected', np.float64(17.71599713523016), np.float64(17.71599713523016))"
"('EEG F3 - Peak Detected', np.float64(21.138094928055214), np.float64(21.138094928055214))"
"('EEG F3 - Dip Detected', np.float64(21.786574646786903), np.float64(21.786574646786903))"
"('EEG F3 - Dip Detected', np.float64(23.49371703886972), np.float64(23.49371703886972))"
"('EEG F3 - Peak Detected', np.float64(23.90389999348916), np.float64(23.90389999348916))"
"('EEG F3 - Peak Detected', np.float64(23.97421707142392), np.float64(23.97421707142392))"
"('EEG F3 - Peak Detected', np.float64(24.14610326193112), np.float64(24.14610326193112))"
"('EEG F3 - Dip Detected', np.float64(24.153916270590532), np.float64(24.153916270590532))"
"('EEG F3 - Dip Detected', np.float64(25.21648544827137), np.float64(25.21648544827137))"
"('EEG F3 - Dip Detected', np.float64(26.657985545933983), np.float64(26.657985545933983))"
"('EEG F3 - Peak Detected', np.float64(27.3181847776548), np.float64(27.3181847776548))"
"('EEG F3 - Dip Detected', np.float64(28.44325802461098), np.float64(28.44325802461098))"
"('EEG F3 - Dip Detected', np.float64(32.591965622761904), np.float64(32.591965622761904))"
"('EEG F3 - Dip Detected', np.float64(34.41239664040628), np.float64(34.41239664040628))"
"('EEG F3 - Dip Detected', np.float64(35.18979100201836), np.float64(35.18979100201836))"
"('EEG F3 - Dip Detected', np.float64(36.62347809102155), np.float64(36.62347809102155))"
"('EEG F3 - Peak Detected', np.float64(37.9516895631226), np.float64(37.9516895631226))"
"('EEG F3 - Dip Detected', np.float64(38.37359203073117), np.float64(38.37359203073117))"
"('EEG F3 - Peak Detected', np.float64(43.69815743212449), np.float64(43.69815743212449))"
"('EEG F3 - Dip Detected', np.float64(47.25307637215965), np.float64(47.25307637215965))"
"('EEG F3 - Dip Detected', np.float64(47.65544631811967), np.float64(47.65544631811967))"
"('EEG F3 - Peak Detected', np.float64(49.47197083143434), np.float64(49.47197083143434))"
"('EEG F3 - Dip Detected', np.float64(50.97597499837229), np.float64(50.97597499837229))"
"('EEG F3 - Peak Detected', np.float64(57.79673155804415), np.float64(57.79673155804415))"
"('EEG F4 - Dip Detected', np.float64(1.601666775180676), np.float64(1.601666775180676))"
"('EEG F4 - Dip Detected', np.float64(1.691516374763982), np.float64(1.691516374763982))"
"('EEG F4 - Peak Detected', np.float64(2.2267074679341103), np.float64(2.2267074679341103))"
"('EEG F4 - Peak Detected', np.float64(2.4532847190572307), np.float64(2.4532847190572307))"
"('EEG F4 - Dip Detected', np.float64(2.9415977602708514), np.float64(2.9415977602708514))"
"('EEG F4 - Dip Detected', np.float64(3.347874210560584), np.float64(3.347874210560584))"
"('EEG F4 - Peak Detected', np.float64(3.5861709746728305), np.float64(3.5861709746728305))"
"('EEG F4 - Dip Detected', np.float64(4.301061267009572), np.float64(4.301061267009572))"
"('EEG F4 - Peak Detected', np.float64(5.4026954879875), np.float64(5.4026954879875))"
"('EEG F4 - Peak Detected', np.float64(6.246500423204636), np.float64(6.246500423204636))"
"('EEG F4 - Peak Detected', np.float64(9.188098183475487), np.float64(9.188098183475487))"
"('EEG F4 - Dip Detected', np.float64(9.32873233934501), np.float64(9.32873233934501))"
"('EEG F4 - Dip Detected', np.float64(9.422488443258024), np.float64(9.422488443258024))"
"('EEG F4 - Dip Detected', np.float64(10.934305618855396), np.float64(10.934305618855396))"
"('EEG F4 - Dip Detected', np.float64(12.38752522950713), np.float64(12.38752522950713))"
"('EEG F4 - Peak Detected', np.float64(15.10254573865486), np.float64(15.10254573865486))"
"('EEG F4 - Dip Detected', np.float64(17.41519630184257), np.float64(17.41519630184257))"
"('EEG F4 - Dip Detected', np.float64(18.649651670030604), np.float64(18.649651670030604))"
"('EEG F4 - Peak Detected', np.float64(19.76691190832737), np.float64(19.76691190832737))"
"('EEG F4 - Peak Detected', np.float64(20.4349241487076), np.float64(20.4349241487076))"
"('EEG F4 - Dip Detected', np.float64(20.44664366169673), np.float64(20.44664366169673))"
"('EEG F4 - Dip Detected', np.float64(22.59912754736637), np.float64(22.59912754736637))"
"('EEG F4 - Dip Detected', np.float64(24.96256266684029), np.float64(24.96256266684029))"
"('EEG F4 - Peak Detected', np.float64(30.38479067647633), np.float64(30.38479067647633))"
"('EEG F4 - Dip Detected', np.float64(31.55283547105932), np.float64(31.55283547105932))"
"('EEG F4 - Dip Detected', np.float64(32.10365258154828), np.float64(32.10365258154828))"
"('EEG F4 - Dip Detected', np.float64(32.548994075135106), np.float64(32.548994075135106))"
"('EEG F4 - Dip Detected', np.float64(33.13887622892116), np.float64(33.13887622892116))"
"('EEG F4 - Peak Detected', np.float64(35.92812032033336), np.float64(35.92812032033336))"
"('EEG F4 - Peak Detected', np.float64(37.525880591184325), np.float64(37.525880591184325))"
"('EEG F4 - Peak Detected', np.float64(40.576860472687024), np.float64(40.576860472687024))"
"('EEG F4 - Peak Detected', np.float64(42.56136467217918), np.float64(42.56136467217918))"
"('EEG F4 - Peak Detected', np.float64(44.5302428543525), np.float64(44.5302428543525))"
"('EEG F4 - Dip Detected', np.float64(47.68669835275735), np.float64(47.68669835275735))"
"('EEG F4 - Peak Detected', np.float64(47.96796666449639), np.float64(47.96796666449639))"
"('EEG F4 - Peak Detected', np.float64(48.52269027931506), np.float64(48.52269027931506))"
"('EEG F4 - Peak Detected', np.float64(48.89771469496712), np.float64(48.89771469496712))"
"('EEG F4 - Dip Detected', np.float64(49.20632853701413), np.float64(49.20632853701413))"
"('EEG F4 - Peak Detected', np.float64(51.60101569112573), np.float64(51.60101569112573))"
"('EEG F4 - Dip Detected', np.float64(51.64008073442282), np.float64(51.64008073442282))"
"('EEG F4 - Dip Detected', np.float64(52.20261735790091), np.float64(52.20261735790091))"
"('EEG F4 - Peak Detected', np.float64(53.84725568070839), np.float64(53.84725568070839))"
"('EEG F4 - Dip Detected', np.float64(56.18334526987434), np.float64(56.18334526987434))"
"('EEG F4 - Peak Detected', np.float64(56.28491438244678), np.float64(56.28491438244678))"
"('EEG F4 - Peak Detected', np.float64(58.48036981574322), np.float64(58.48036981574322))"
"('EEG F4 - Dip Detected', np.float64(59.46090240250017), np.float64(59.46090240250017))"
"('EEG F7 - Dip Detected', np.float64(1.550882218894459), np.float64(1.550882218894459))"
"('EEG F7 - Dip Detected', np.float64(1.8829350869197212), np.float64(1.8829350869197212))"
"('EEG F7 - Peak Detected', np.float64(2.765805065433948), np.float64(2.765805065433948))"
"('EEG F7 - Dip Detected', np.float64(4.53545152679211), np.float64(4.53545152679211))"
"('EEG F7 - Peak Detected', np.float64(5.848036981574322), np.float64(5.848036981574322))"
"('EEG F7 - Dip Detected', np.float64(9.17637867048636), np.float64(9.17637867048636))"
"('EEG F7 - Peak Detected', np.float64(9.727195780975324), np.float64(9.727195780975324))"
"('EEG F7 - Dip Detected', np.float64(12.629728497949086), np.float64(12.629728497949086))"
"('EEG F7 - Dip Detected', np.float64(13.06335047854678), np.float64(13.06335047854678))"
"('EEG F7 - Dip Detected', np.float64(13.317273259977863), np.float64(13.317273259977863))"
"('EEG F7 - Dip Detected', np.float64(13.649326128003128), np.float64(13.649326128003128))"
"('EEG F7 - Dip Detected', np.float64(14.172797708184127), np.float64(14.172797708184127))"
"('EEG F7 - Dip Detected', np.float64(17.59880200533889), np.float64(17.59880200533889))"
"('EEG F7 - Dip Detected', np.float64(19.473924083599197), np.float64(19.473924083599197))"
"('EEG F7 - Peak Detected', np.float64(22.872582850445998), np.float64(22.872582850445998))"
"('EEG F7 - Dip Detected', np.float64(23.26323328341689), np.float64(23.26323328341689))"
"('EEG F7 - Peak Detected', np.float64(24.239859365844133), np.float64(24.239859365844133))"
"('EEG F7 - Dip Detected', np.float64(24.376587017383947), np.float64(24.376587017383947))"
"('EEG F7 - Dip Detected', np.float64(26.1423269744124), np.float64(26.1423269744124))"
"('EEG F7 - Dip Detected', np.float64(27.622892115372096), np.float64(27.622892115372096))"
"('EEG F7 - Dip Detected', np.float64(28.74405885799857), np.float64(28.74405885799857))"
"('EEG F7 - Dip Detected', np.float64(28.90031903118693), np.float64(28.90031903118693))"
"('EEG F7 - Peak Detected', np.float64(30.650432970896546), np.float64(30.650432970896546))"
"('EEG F7 - Dip Detected', np.float64(32.271632267725764), np.float64(32.271632267725764))"
"('EEG F7 - Dip Detected', np.float64(32.83416889120386), np.float64(32.83416889120386))"
"('EEG F7 - Dip Detected', np.float64(33.252164854482714), np.float64(33.252164854482714))"
"('EEG F7 - Peak Detected', np.float64(35.521843870043625), np.float64(35.521843870043625))"
"('EEG F7 - Peak Detected', np.float64(38.75252295071294), np.float64(38.75252295071294))"
"('EEG F7 - Peak Detected', np.float64(40.49482388176314), np.float64(40.49482388176314))"
"('EEG F7 - Peak Detected', np.float64(42.07305163096556), np.float64(42.07305163096556))"
"('EEG F7 - Dip Detected', np.float64(42.475421576925584), np.float64(42.475421576925584))"
"('EEG F7 - Peak Detected', np.float64(42.616055732795104), np.float64(42.616055732795104))"
"('EEG F7 - Peak Detected', np.float64(43.37782407708836), np.float64(43.37782407708836))"
"('EEG F7 - Peak Detected', np.float64(43.86613711830198), np.float64(43.86613711830198))"
"('EEG F7 - Peak Detected', np.float64(44.73728758382708), np.float64(44.73728758382708))"
"('EEG F7 - Peak Detected', np.float64(49.3664952145322), np.float64(49.3664952145322))"
"('EEG F7 - Peak Detected', np.float64(49.5383814050394), np.float64(49.5383814050394))"
"('EEG F7 - Dip Detected', np.float64(50.1087310371769), np.float64(50.1087310371769))"
"('EEG F7 - Peak Detected', np.float64(50.33140178397032), np.float64(50.33140178397032))"
"('EEG F7 - Peak Detected', np.float64(51.31584087505697), np.float64(51.31584087505697))"
"('EEG F7 - Peak Detected', np.float64(52.26902793150596), np.float64(52.26902793150596))"
"('EEG F7 - Peak Detected', np.float64(53.94491828895111), np.float64(53.94491828895111))"
"('EEG F7 - Dip Detected', np.float64(54.8551337977733), np.float64(54.8551337977733))"
"('EEG F7 - Peak Detected', np.float64(55.308288300019534), np.float64(55.308288300019534))"
"('EEG F7 - Peak Detected', np.float64(58.80851617943877), np.float64(58.80851617943877))"
"('EEG F7 - Peak Detected', np.float64(59.40621134188424), np.float64(59.40621134188424))"
"('EEG F8 - Peak Detected', np.float64(0.4101829546194414), np.float64(0.4101829546194414))"
"('EEG F8 - Peak Detected', np.float64(4.351845823295788), np.float64(4.351845823295788))"
"('EEG F8 - Dip Detected', np.float64(4.359658831955206), np.float64(4.359658831955206))"
"('EEG F8 - Peak Detected', np.float64(6.922325672244288), np.float64(6.922325672244288))"
"('EEG F8 - Peak Detected', np.float64(7.266098053258676), np.float64(7.266098053258676))"
"('EEG F8 - Peak Detected', np.float64(7.805195650758513), np.float64(7.805195650758513))"
"('EEG F8 - Dip Detected', np.float64(8.922455889055279), np.float64(8.922455889055279))"
"('EEG F8 - Dip Detected', np.float64(9.723289276645616), np.float64(9.723289276645616))"
"('EEG F8 - Peak Detected', np.float64(10.42646005599323), np.float64(10.42646005599323))"
"('EEG F8 - Peak Detected', np.float64(12.469561820431018), np.float64(12.469561820431018))"
"('EEG F8 - Dip Detected', np.float64(12.676606549905594), np.float64(12.676606549905594))"
"('EEG F8 - Peak Detected', np.float64(15.836968552640148), np.float64(15.836968552640148))"
"('EEG F8 - Dip Detected', np.float64(20.559932287258288), np.float64(20.559932287258288))"
"('EEG F8 - Dip Detected', np.float64(22.85695683312716), np.float64(22.85695683312716))"
"('EEG F8 - Peak Detected', np.float64(23.72420079432255), np.float64(23.72420079432255))"
"('EEG F8 - Peak Detected', np.float64(25.931375740608114), np.float64(25.931375740608114))"
"('EEG F8 - Peak Detected', np.float64(26.950973370662155), np.float64(26.950973370662155))"
"('EEG F8 - Peak Detected', np.float64(27.0134774399375), np.float64(27.0134774399375))"
"('EEG F8 - Peak Detected', np.float64(28.63077023243701), np.float64(28.63077023243701))"
"('EEG F8 - Dip Detected', np.float64(30.029298782472814), np.float64(30.029298782472814))"
"('EEG F8 - Peak Detected', np.float64(32.16615665082362), np.float64(32.16615665082362))"
"('EEG F8 - Dip Detected', np.float64(33.59984373982682), np.float64(33.59984373982682))"
"('EEG F8 - Dip Detected', np.float64(35.12728693274302), np.float64(35.12728693274302))"
"('EEG F8 - Peak Detected', np.float64(37.295396835731495), np.float64(37.295396835731495))"
"('EEG F8 - Dip Detected', np.float64(38.17045380558631), np.float64(38.17045380558631))"
